content,score,country,clean_review
good,3,et,good
"I installed this app in my device but it did not accept either my phone or my gmail. I didn't used it before but It says both my gmail and my number are linked to another accounts. Will you please correct that for me, then I will rate you accordingly abdirazak",1,et,installed app device accept either phone gmail didnt used say gmail number linked another account please correct rate accordingly abdirazak
Great App. Effective and Efficient.,5,et,great app effective efficient
nice one....,1,et,nice one
its good to have you ride,5,et,good ride
l like it,5,et,l like
Pleased that this app exists in Addis! My only comment is it's hard to track most of the drivers on the app while they are arriving and driving ...maybe they turn off their data?,4,et,pleased app exists addis comment hard track driver app arriving driving maybe turn data
great app,5,et,great app
"needs some work on the mapping.... otherwise it is fantastic! oh ,and work on the communication skills of your drivers",4,et,need work mapping otherwise fantastic oh work communication skill driver
You Go Girl,5,et,go girl
"The app works well, so far the drivers I've used speak good english, and another taught me a bit of Amharic. overall it has been a pleasant experience...",5,et,app work well far driver ive used speak good english another taught bit amharic overall pleasant experience
Excellent service,5,et,excellent service
"Getting ride within seconds for a fixed price is amazing. The app was working, the service was wonderful.",5,et,getting ride within second fixed price amazing app working service wonderful
eyob berhe kebede,1,et,eyob berhe kebede
"great service,",5,et,great service
Excellent,5,et,excellent
"Nice app, easy to use n i like the real time tracking.",5,et,nice app easy use n like real time tracking
"Although the system established is straight forwards, the drivers and untrained part timers who get little or no training about customer satisfaction. most of them they don't know the place one is looking for or complaining a lot as if they were forced to do the job. RIDE should black list drivers with attitude. Drivers with attitude should remain in their House instead of creating trouble. Adios!!",3,et,although system established straight forward driver untrained part timer get little training customer satisfaction dont know place one looking complaining lot forced job ride black list driver attitude driver attitude remain house instead creating trouble adios
easy to use,5,et,easy use
good,5,et,good
The app works fine but the drivers cancel more often then show up and/or don't use the map to get to your location... The drivers need more training and need to be removed from the service if they are continuously accepting then canceling rides. Making payments electronic would solve some of these issues.,2,et,app work fine driver cancel often show andor dont use map get location driver need training need removed service continuously accepting canceling ride making payment electronic would solve issue
I do really appreciate the app and the whole program but sometimes there are drivers who do not respond for some places. please coach them frequently.,5,et,really appreciate app whole program sometimes driver respond place please coach frequently
amazing and cheap,5,et,amazing cheap
better option to use meter taxi,3,et,better option use meter taxi
amazing,5,et,amazing
Great,4,et,great
By far this is the best taxi app in the city,5,et,far best taxi app city
የስ,5,et,
excellent!,5,et,excellent
አንደኛ,5,et,
I am a new customer. Good service with affordable price. but there is a little chance to get service far from the center of addis. please keep it up.,4,et,new customer good service affordable price little chance get service far center addis please keep
"Worked, expecting it will continue!",3,et,worked expecting continue
i love this ape,5,et,love ape
nursing,5,et,nursing
wonderful system!,5,et,wonderful system
i like it 😊,5,et,like
Always best Ride,5,et,always best ride
Great. I got faster response than when i was using the call center.,5,et,great got faster response using call center
easy to use and user friendly,5,et,easy use user friendly
it's easy to use.,5,et,easy use
Excellent,5,et,excellent
great App...considering how the network acts up.. I ll give you a full 5 star.. if you take a suggestion try to make the jobs available to the driver with the closest proximity... seems like drivers that are far from the customer can accept a job. if it s not the case let me know.,5,et,great appconsidering network act give full star take suggestion try make job available driver closest proximity seems like driver far customer accept job case let know
You have got an amazing service. It is good that the payment is calculated by the kilometres you traveled. Keep it up!,5,et,got amazing service good payment calculated kilometre traveled keep
it's a nice company and nice interprener ship but there is a problem while using the phone (the 4 digit) I wish you could fix that,4,et,nice company nice interprener ship problem using phone digit wish could fix
no ac no nothing worse version of uber,1,et,ac nothing worse version uber
awesome,5,et,awesome
good app,5,et,good app
good app,5,et,good app
keep up the great work,5,et,keep great work
good,5,et,good
nice,5,et,nice
👍,5,et,
"You are doing a very good job, keep on and keep it on!",4,et,good job keep keep
good,5,et,good
I love it 10Q,5,et,love q
yeka sub sity,4,et,yeka sub sity
Thats nice app it makes life easy. but it wasts time to reconect.,3,et,thats nice app make life easy wasts time reconect
"A poorer version of Uber. Only cash is accepted, which means there's no way of keeping drivers accountable. 50% of the time drivers cancel on you, especially at night or when they think you're too far away from them. Drivers also have very limited knowledge of the city, and don't trust their GPS for some reason. Drivers always call you before they start driving, and if they don't know where you are they'll cancel on you. Some drivers also don't have seatbelts. Can't wait for Uber to take over.",1,et,poorer version uber cash accepted mean there way keeping driver accountable time driver cancel especially night think youre far away driver also limited knowledge city dont trust gps reason driver always call start driving dont know theyll cancel driver also dont seatbelt cant wait uber take
"Ride app is much more fantastic than your call center. The emerging problem is that drivers are dropping our offers, most likely due to our destinations and traffic jam hours.",4,et,ride app much fantastic call center emerging problem driver dropping offer likely due destination traffic jam hour
great job but it needs intense promotion peoples to use the app rather than insisting on call since it can assist the user not to spend more money additionally can minimize the effort to dispatche the cars to the job by the company.,4,et,great job need intense promotion people use app rather insisting call since assist user spend money additionally minimize effort dispatche car job company
excellent for catching a ride,5,et,excellent catching ride
very useful,5,et,useful
Good,3,et,good
"""highly recommended""",5,et,highly recommended
if you can please also put a price on it.,5,et,please also put price
Terrible service. 95% time goes for waste. Drivers probably aren't even trained to use the app.,1,et,terrible service time go waste driver probably arent even trained use app
Exceptional! 👏👏,5,et,exceptional
good app needs improvment in ariving spot areas,5,et,good app need improvment ariving spot area
good,5,et,good
ራይድ,5,et,
needs some work on the location the app shows some of the places as unknown road other than that it's a great app it's helpful,3,et,need work location app show place unknown road great app helpful
